user_id,date,steps,calories_burned,distance_km,active_minutes,sleep_hours,heart_rate_avg,workout_type,weather_conditions,location,mood
673,2024-04-22T00:00:00Z,29263,3888.16,13.98,686,4.1,82,Cycling,Rain,Gym,Happy
738,2023-04-08T00:00:00Z,18300,2970.03,9.88,259,8.3,85,Running,Snow,Other,Happy
321,2025-07-23T00:00:00Z,1312,2833.89,1.58,1282,2.6,100,Cycling,Fog,Other,Tired
419,2023-05-25T00:00:00Z,20839,2361.75,10.73,106,11.2,165,Yoga,Snow,Park,Happy
368,2024-07-01T00:00:00Z,13961,3656.57,16.46,624,5.2,147,Swimming,Rain,Park,Tired
206,2024-12-08T00:00:00Z,1525,2674.15,16.42,1327,2.6,125,Cycling,Clear,Park,Tired
255,2025-09-23T00:00:00Z,26666,2413.98,9.42,274,0.2,91,Swimming,Rain,Park,Happy
678,2023-11-28T00:00:00Z,11383,3638.42,9.58,641,4.2,67,None,Rain,Park,Tired
585,2023-11-16T00:00:00Z,4465,3157.62,4.79,431,9.7,173,Swimming,Rain,Home,Happy
371,2023-07-07T00:00:00Z,29615,3481.16,11.39,420,3.7,88,Yoga,Clear,Gym,Stressed
550,2024-09-25T00:00:00Z,11755,1723.17,13.03,315,4.2,98,Running,Clear,Gym,Stressed
262,2023-10-29T00:00:00Z,5725,1697.85,4.54,904,0.6,114,None,Clear,Home,Happy
731,2024-08-25T00:00:00Z,9832,3328.54,0.78,1331,4.6,90,Walking,Fog,Office,Happy
11,2023-10-04T00:00:00Z,9292,3680.26,13.52,347,7.4,67,Running,Fog,Gym,Tired
242,2025-02-25T00:00:00Z,22023,3235.1,15.82,1329,8.5,148,None,Clear,Park,Neutral
837,2024-01-15T00:00:00Z,25876,1797.32,2.27,565,4.4,111,Gym Workout,Snow,Gym,Neutral
496,2024-06-30T00:00:00Z,27253,2813.67,6.12,1072,9.7,71,None,Rain,Park,Tired
262,2023-08-07T00:00:00Z,22387,2348.67,15.59,1106,9.8,138,Swimming,Clear,Office,Stressed
739,2025-04-30T00:00:00Z,8985,2747.38,7.69,606,11.5,179,Swimming,Snow,Other,Tired
116,2024-07-11T00:00:00Z,21795,3107.93,1.8,943,7.7,150,Cycling,Snow,Gym,Tired
164,2023-05-07T00:00:00Z,18779,2189.45,19.13,487,2.4,119,Yoga,Clear,Other,Stressed
25,2023-02-27T00:00:00Z,22785,2323.3,13.04,993,2.0,122,Cycling,Snow,Office,Stressed
721,2025-01-08T00:00:00Z,2507,2691.02,13.37,605,5.2,143,None,Rain,Office,Tired
879,2023-04-01T00:00:00Z,19164,1515.53,14.33,448,6.3,126,Walking,Rain,Office,Happy
966,2025-04-25T00:00:00Z,19321,3630.25,3.71,283,7.2,129,Cycling,Snow,Gym,Happy
260,2023-12-14T00:00:00Z,9700,1946.26,3.39,829,10.1,172,Running,Rain,Home,Stressed
468,2023-06-05T00:00:00Z,23738,3211.47,14.47,1375,5.9,167,Swimming,Clear,Park,Stressed
661,2023-12-03T00:00:00Z,2389,3123.17,3.79,1,4.0,106,Cycling,Rain,Gym,Stressed
42,2023-01-22T00:00:00Z,8437,2387.06,19.2,1101,6.8,60,None,Clear,Home,Neutral
730,2025-05-19T00:00:00Z,21969,2791.92,11.09,289,6.3,79,Running,Clear,Gym,Happy
350,2023-12-30T00:00:00Z,29100,2724.57,3.97,337,7.9,175,Walking,Clear,Office,Neutral
864,2023-07-12T00:00:00Z,16708,2769.59,9.03,818,7.3,104,Swimming,Clear,Park,Happy
539,2025-07-30T00:00:00Z,13152,3665.66,11.17,470,5.5,143,Gym Workout,Clear,Home,Tired
463,2023-03-25T00:00:00Z,1070,2188.14,16.03,729,7.1,105,None,Clear,Park,Tired
955,2023-05-24T00:00:00Z,22305,2672.33,9.6,120,3.7,162,Walking,Clear,Other,Tired
357,2025-04-01T00:00:00Z,438,2307.07,11.21,275,8.6,95,Walking,Snow,Park,Tired
674,2023-06-11T00:00:00Z,23814,1872.61,10.19,994,4.0,85,Walking,Fog,Home,Happy
365,2024-02-15T00:00:00Z,13672,1654.93,13.4,921,2.4,92,Swimming,Clear,Park,Stressed
967,2024-03-16T00:00:00Z,16807,2941.48,18.1,401,11.9,143,Walking,Fog,Office,Neutral
329,2024-10-04T00:00:00Z,20720,1574.77,8.83,1021,6.9,112,Swimming,Snow,Home,Happy
972,2025-04-30T00:00:00Z,17605,3350.44,8.4,68,10.0,93,Cycling,Fog,Park,Stressed
866,2025-03-30T00:00:00Z,25397,3993.8,18.53,841,7.9,169,Running,Fog,Park,Neutral
701,2024-04-08T00:00:00Z,7701,3833.33,11.83,1179,3.3,111,Yoga,Rain,Other,Neutral
679,2023-10-20T00:00:00Z,25586,2440.58,9.27,919,5.3,133,None,Clear,Office,Stressed
556,2024-09-25T00:00:00Z,19425,2756.9,0.61,38,1.3,97,Walking,Clear,Gym,Stressed
608,2024-09-08T00:00:00Z,23687,3305.95,4.9,39,2.4,77,Cycling,Snow,Park,Happy
271,2023-08-24T00:00:00Z,6071,3709.11,19.21,1139,0.4,65,Walking,Snow,Office,Neutral
200,2024-10-06T00:00:00Z,10490,2080.25,19.72,38,1.6,137,None,Rain,Home,Stressed
88,2024-06-20T00:00:00Z,4992,1914.55,17.87,7,2.8,91,Yoga,Fog,Home,Tired
852,2024-04-11T00:00:00Z,14186,2484.77,9.06,1074,3.8,133,Cycling,Fog,Park,Tired
89,2023-06-16T00:00:00Z,20965,3636.95,1.0,261,11.8,89,None,Fog,Home,Neutral
885,2025-03-24T00:00:00Z,7526,2561.99,18.17,177,5.7,106,None,Clear,Park,Tired
694,2024-01-06T00:00:00Z,4883,3197.32,10.91,1248,1.3,110,Swimming,Snow,Park,Happy
852,2023-12-12T00:00:00Z,18306,3830.09,7.62,29,7.3,118,None,Fog,Other,Stressed
507,2023-01-02T00:00:00Z,22628,2799.92,18.76,1122,2.8,102,Walking,Snow,Office,Tired
731,2024-01-08T00:00:00Z,16085,3650.31,8.28,1418,0.6,91,Swimming,Snow,Office,Neutral
589,2024-09-26T00:00:00Z,18541,3020.53,16.86,808,2.2,125,None,Snow,Other,Tired
239,2025-09-10T00:00:00Z,3850,3600.92,17.54,471,9.2,83,Walking,Rain,Gym,Tired
79,2025-04-10T00:00:00Z,18040,2738.77,10.62,1390,1.6,175,None,Snow,Park,Tired
319,2024-02-20T00:00:00Z,14845,3114.71,12.3,50,9.2,115,Cycling,Fog,Park,Tired
682,2023-06-04T00:00:00Z,7596,2389.55,14.52,1149,5.5,169,Yoga,Clear,Office,Tired
698,2025-01-25T00:00:00Z,3747,2572.41,6.43,544,9.1,82,Swimming,Rain,Park,Tired
944,2024-04-18T00:00:00Z,25893,2337.08,9.2,743,3.7,144,Walking,Snow,Park,Neutral
151,2025-09-20T00:00:00Z,3116,1804.15,2.67,265,10.1,171,Gym Workout,Clear,Gym,Happy
228,2024-07-01T00:00:00Z,20746,3176.63,1.32,1361,6.2,122,Walking,Clear,Gym,Stressed
119,2023-11-20T00:00:00Z,23814,2511.49,5.29,323,11.7,66,Swimming,Rain,Park,Happy
780,2024-07-08T00:00:00Z,99,3264.29,5.33,226,4.5,73,Running,Fog,Gym,Happy
607,2025-03-22T00:00:00Z,27605,2877.67,3.14,1366,11.8,94,Swimming,Rain,Other,Tired
224,2025-03-29T00:00:00Z,10195,3099.45,7.05,690,11.4,133,Cycling,Fog,Park,Stressed
449,2024-07-24T00:00:00Z,4746,1568.03,9.96,997,5.6,79,Swimming,Fog,Home,Stressed
67,2024-03-20T00:00:00Z,4989,2259.71,6.36,1398,3.7,133,Walking,Rain,Park,Neutral
586,2023-06-18T00:00:00Z,23816,2620.33,18.46,544,8.9,144,Yoga,Snow,Home,Stressed
436,2024-01-17T00:00:00Z,18804,3608.18,1.52,614,5.2,93,Swimming,Snow,Park,Neutral
8,2024-05-16T00:00:00Z,15385,3589.85,19.89,671,2.7,131,Gym Workout,Snow,Home,Neutral
671,2025-04-27T00:00:00Z,10227,2072.73,18.27,567,0.0,115,Running,Snow,Other,Stressed
888,2025-08-27T00:00:00Z,2736,1833.59,14.85,456,3.2,77,Yoga,Clear,Other,Happy
51,2024-10-17T00:00:00Z,18573,3698.93,11.93,1346,1.7,119,Running,Fog,Park,Tired
985,2024-08-19T00:00:00Z,8892,2419.07,2.45,341,9.7,143,None,Clear,Home,Stressed
305,2024-04-19T00:00:00Z,24083,3699.24,1.32,17,7.4,173,None,Fog,Other,Stressed
831,2023-05-15T00:00:00Z,18463,2780.89,10.93,833,9.9,152,Yoga,Snow,Gym,Tired
77,2023-06-19T00:00:00Z,13683,1560.96,0.57,730,4.9,80,Cycling,Rain,Home,Tired
652,2023-11-27T00:00:00Z,9442,2104.64,0.85,924,6.9,166,Running,Snow,Office,Happy
542,2025-02-02T00:00:00Z,8931,2343.81,8.92,412,9.1,145,Swimming,Rain,Other,Tired
91,2025-07-27T00:00:00Z,9238,2320.24,11.22,934,3.1,174,Walking,Snow,Other,Stressed
373,2025-04-07T00:00:00Z,24448,3678.29,12.78,1304,4.0,126,Yoga,Rain,Park,Happy
710,2025-09-10T00:00:00Z,19713,3841.02,17.69,316,2.4,117,Gym Workout,Snow,Park,Tired
860,2023-02-09T00:00:00Z,27335,2594.98,8.07,931,4.7,84,Walking,Rain,Home,Neutral
70,2023-09-01T00:00:00Z,14223,2028.62,13.56,77,2.3,138,None,Clear,Office,Happy
190,2023-06-17T00:00:00Z,14011,3970.25,3.33,666,11.2,95,None,Fog,Gym,Happy
474,2023-12-18T00:00:00Z,288,2281.81,12.0,516,3.1,143,Swimming,Rain,Park,Happy
700,2025-08-29T00:00:00Z,27770,2676.59,14.54,247,2.3,113,Yoga,Snow,Office,Happy
456,2023-03-18T00:00:00Z,686,2593.43,10.68,1123,3.8,90,Walking,Rain,Office,Stressed
944,2025-03-11T00:00:00Z,23343,2486.58,3.12,464,8.5,109,Swimming,Rain,Gym,Neutral
55,2024-05-23T00:00:00Z,28473,3331.42,17.61,305,3.8,81,None,Rain,Park,Stressed
813,2023-08-26T00:00:00Z,7511,2654.46,4.47,1424,9.7,70,Swimming,Clear,Gym,Neutral
822,2023-08-07T00:00:00Z,11011,2534.1,11.74,1058,0.0,163,Running,Fog,Park,Happy
924,2023-08-30T00:00:00Z,9517,2611.4,3.24,189,10.6,158,Yoga,Fog,Office,Happy
90,2023-04-26T00:00:00Z,5554,3127.33,16.91,199,3.6,88,None,Fog,Gym,Neutral
938,2025-06-03T00:00:00Z,22080,2999.69,9.05,292,4.2,103,Yoga,Rain,Park,Neutral
755,2023-01-07T00:00:00Z,14526,1942.86,18.05,1341,5.5,79,Swimming,Fog,Park,Neutral
241,2023-10-27T00:00:00Z,15385,2093.85,13.41,830,4.3,63,Gym Workout,Fog,Gym,Tired
870,2023-05-31T00:00:00Z,6403,2261.22,6.25,1309,10.8,169,Swimming,Clear,Home,Neutral
929,2024-05-09T00:00:00Z,16031,3439.12,8.97,377,8.7,94,Cycling,Snow,Home,Happy
351,2024-09-13T00:00:00Z,16778,3621.2,7.86,85,0.4,75,Running,Clear,Home,Stressed
896,2024-09-03T00:00:00Z,25394,3629.27,9.44,652,6.7,163,Yoga,Snow,Office,Happy
56,2025-03-02T00:00:00Z,8587,3784.08,19.09,485,2.0,129,Cycling,Snow,Home,Happy
474,2024-05-15T00:00:00Z,29555,3070.34,4.86,48,11.0,106,Cycling,Snow,Gym,Stressed
588,2024-05-20T00:00:00Z,24669,3913.79,8.74,193,6.4,95,Yoga,Rain,Other,Happy
128,2023-06-08T00:00:00Z,7953,3583.93,19.13,693,8.0,156,Swimming,Snow,Park,Happy
306,2025-06-02T00:00:00Z,22258,3028.08,18.18,385,0.6,155,Running,Snow,Gym,Happy
483,2023-10-11T00:00:00Z,28815,1921.97,4.3,146,1.0,64,Swimming,Rain,Home,Tired
484,2024-11-06T00:00:00Z,2497,2912.01,5.35,281,6.5,98,Yoga,Snow,Park,Neutral
459,2024-07-03T00:00:00Z,29644,3077.51,1.89,1420,2.6,156,Walking,Clear,Park,Tired
893,2024-02-16T00:00:00Z,15792,1581.66,3.81,245,3.2,135,Gym Workout,Fog,Gym,Tired
316,2025-07-05T00:00:00Z,21220,2524.6,14.98,539,6.0,148,None,Fog,Home,Happy
570,2023-03-25T00:00:00Z,17874,2084.0,15.32,1149,6.9,149,Cycling,Clear,Park,Neutral
863,2023-02-26T00:00:00Z,9068,2898.78,3.41,248,4.1,147,Yoga,Snow,Home,Neutral
299,2024-10-11T00:00:00Z,14088,3399.85,1.04,874,7.3,129,Running,Snow,Home,Happy
365,2024-10-23T00:00:00Z,2783,3339.07,7.93,1317,8.7,61,Yoga,Rain,Other,Stressed
868,2023-01-03T00:00:00Z,12855,1592.42,17.05,340,5.6,99,Yoga,Fog,Other,Stressed
851,2025-01-18T00:00:00Z,29715,2707.34,14.22,202,12.0,132,Gym Workout,Fog,Home,Happy
589,2025-09-05T00:00:00Z,24953,3785.31,12.64,776,5.3,98,Walking,Rain,Gym,Happy
892,2024-10-15T00:00:00Z,11905,2482.15,8.7,465,3.2,113,Cycling,Snow,Park,Tired
84,2024-07-22T00:00:00Z,23437,3223.83,19.37,1250,1.5,162,None,Rain,Office,Neutral
726,2024-04-27T00:00:00Z,4619,1849.9,16.72,1342,2.6,93,None,Clear,Office,Neutral
165,2024-07-21T00:00:00Z,9850,3903.11,8.81,1052,3.4,161,Cycling,Fog,Home,Stressed
710,2023-07-27T00:00:00Z,18936,3370.59,13.59,696,5.6,154,Cycling,Clear,Office,Happy
20,2023-02-24T00:00:00Z,7526,2204.43,4.59,869,1.2,126,None,Clear,Other,Tired
500,2024-01-03T00:00:00Z,4174,2051.0,7.38,915,6.2,167,Swimming,Rain,Park,Tired
781,2023-11-03T00:00:00Z,2255,2429.98,3.61,1295,1.6,87,Yoga,Clear,Home,Stressed
730,2023-11-04T00:00:00Z,2696,2350.03,13.88,756,3.4,160,Walking,Fog,Park,Neutral
91,2023-01-29T00:00:00Z,20288,1905.15,2.26,1341,11.5,83,Gym Workout,Snow,Other,Stressed
311,2023-06-17T00:00:00Z,17206,3092.86,13.17,798,2.1,62,Running,Clear,Gym,Neutral
133,2023-09-23T00:00:00Z,25000,3457.15,12.82,89,9.9,116,Swimming,Clear,Home,Neutral
257,2025-05-07T00:00:00Z,12676,1909.28,17.45,1037,11.1,172,Walking,Rain,Office,Happy
867,2023-10-24T00:00:00Z,20240,2322.03,14.14,216,10.7,93,Gym Workout,Clear,Other,Happy
882,2025-05-07T00:00:00Z,14163,3550.82,19.54,394,8.6,177,None,Rain,Office,Stressed
847,2023-11-26T00:00:00Z,23437,1562.8,15.5,964,1.7,69,Swimming,Fog,Home,Stressed
579,2025-08-01T00:00:00Z,13315,2859.97,6.95,1220,1.9,95,Walking,Snow,Home,Stressed
939,2023-02-09T00:00:00Z,10202,1594.22,10.31,964,7.5,177,Gym Workout,Clear,Home,Tired
455,2023-11-01T00:00:00Z,1538,3686.76,0.04,116,5.8,131,Yoga,Clear,Gym,Stressed
566,2024-05-02T00:00:00Z,19238,2582.04,11.56,590,8.5,136,Yoga,Fog,Park,Tired
131,2023-10-18T00:00:00Z,11844,1604.71,0.91,1248,0.4,98,Walking,Fog,Other,Tired
594,2023-07-07T00:00:00Z,1550,3527.08,10.79,95,2.8,146,Running,Snow,Gym,Tired
284,2024-04-10T00:00:00Z,1513,1803.02,16.45,221,9.4,83,Walking,Rain,Park,Stressed
823,2023-06-08T00:00:00Z,4527,2928.7,16.89,622,10.4,61,Running,Fog,Home,Neutral
736,2024-01-20T00:00:00Z,13376,2649.91,10.0,723,3.8,113,Cycling,Fog,Park,Neutral
861,2024-10-09T00:00:00Z,8642,3663.21,5.21,1094,1.2,78,Swimming,Clear,Park,Tired
13,2023-12-06T00:00:00Z,18084,3009.3,14.71,20,9.1,116,None,Clear,Home,Neutral
384,2024-07-04T00:00:00Z,10023,2876.41,10.13,904,11.2,115,Running,Clear,Park,Tired
74,2024-07-06T00:00:00Z,3339,1746.18,19.6,446,9.3,108,Yoga,Fog,Park,Tired
344,2023-10-10T00:00:00Z,17958,2236.58,14.04,835,11.5,60,Swimming,Rain,Other,Stressed
720,2025-04-26T00:00:00Z,12987,1536.33,10.51,320,6.7,103,Walking,Snow,Other,Neutral
855,2023-10-13T00:00:00Z,8525,3777.56,7.2,93,11.6,92,Walking,Snow,Other,Stressed
688,2025-03-31T00:00:00Z,24851,2960.18,10.66,344,1.0,131,Cycling,Snow,Park,Neutral
240,2023-12-15T00:00:00Z,20750,3589.21,17.55,996,7.5,91,Running,Fog,Office,Neutral
783,2023-01-09T00:00:00Z,8653,2130.48,10.43,827,1.3,96,Running,Fog,Gym,Tired
898,2025-08-13T00:00:00Z,877,2424.98,12.98,744,7.4,74,None,Rain,Other,Stressed
560,2025-09-02T00:00:00Z,12720,1790.11,5.51,515,0.5,70,Swimming,Snow,Office,Tired
620,2023-03-23T00:00:00Z,10890,3180.16,18.95,415,3.0,81,Cycling,Fog,Gym,Happy
956,2023-04-19T00:00:00Z,22537,2540.93,14.24,356,9.3,63,Swimming,Fog,Other,Stressed
974,2023-12-25T00:00:00Z,21837,2201.07,16.8,94,7.2,164,Swimming,Snow,Park,Stressed
554,2023-12-05T00:00:00Z,7725,3226.76,9.04,222,10.3,166,Yoga,Snow,Home,Neutral
978,2023-10-02T00:00:00Z,25490,2117.12,5.8,30,11.6,88,Running,Rain,Other,Stressed
98,2024-12-05T00:00:00Z,27074,3565.3,6.5,1203,1.8,148,Walking,Clear,Park,Happy
816,2023-09-11T00:00:00Z,5671,2651.04,12.01,664,6.6,146,Cycling,Snow,Other,Neutral
706,2025-06-07T00:00:00Z,16642,3479.26,7.56,1063,1.1,170,Walking,Fog,Office,Happy
673,2024-04-13T00:00:00Z,26931,3651.47,8.64,1221,8.6,145,Cycling,Rain,Other,Tired
725,2023-04-16T00:00:00Z,10201,2742.37,12.08,1233,8.2,85,Cycling,Snow,Home,Neutral
30,2023-11-23T00:00:00Z,4079,2773.73,19.91,792,10.4,64,None,Fog,Gym,Happy
423,2024-09-04T00:00:00Z,13654,1901.75,7.73,699,7.8,125,Swimming,Snow,Other,Stressed
214,2024-06-12T00:00:00Z,21518,1522.2,18.71,758,9.9,82,Swimming,Clear,Office,Stressed
267,2025-04-17T00:00:00Z,12120,3825.99,3.44,400,4.9,82,None,Rain,Park,Happy
100,2023-05-29T00:00:00Z,1302,3380.5,17.01,1259,8.1,111,Walking,Snow,Office,Tired
835,2025-08-19T00:00:00Z,10973,2642.74,4.99,1409,6.2,166,Yoga,Fog,Other,Stressed
922,2025-09-17T00:00:00Z,23305,3466.78,0.21,1334,6.5,103,Swimming,Snow,Other,Neutral
427,2024-01-22T00:00:00Z,20822,1526.67,0.81,1052,0.9,132,Gym Workout,Snow,Office,Happy
864,2025-01-20T00:00:00Z,14759,3474.39,8.84,598,3.7,153,Running,Clear,Gym,Happy
847,2023-01-22T00:00:00Z,15235,1510.81,5.0,79,8.2,61,Yoga,Snow,Other,Neutral
335,2023-05-24T00:00:00Z,22490,1522.23,8.05,680,8.4,67,None,Fog,Other,Happy
429,2025-09-18T00:00:00Z,26496,3046.02,17.12,266,6.8,84,Yoga,Clear,Park,Happy
150,2024-07-29T00:00:00Z,2453,2904.93,1.96,212,3.5,149,Running,Rain,Gym,Tired
279,2023-05-06T00:00:00Z,29849,2476.55,5.51,1305,7.7,155,Running,Rain,Gym,Tired
270,2023-04-24T00:00:00Z,17160,2623.88,11.34,1198,9.0,120,Cycling,Rain,Park,Happy
728,2025-05-03T00:00:00Z,16914,1856.51,13.54,78,3.3,171,Yoga,Clear,Home,Stressed
883,2024-06-18T00:00:00Z,23066,2854.69,8.07,907,4.7,135,Gym Workout,Clear,Park,Stressed
257,2023-07-30T00:00:00Z,14882,2336.07,4.68,130,5.2,167,Swimming,Snow,Gym,Happy
139,2024-02-14T00:00:00Z,29694,2382.98,12.13,126,10.4,120,Cycling,Rain,Office,Neutral
975,2023-05-08T00:00:00Z,15867,1581.24,4.19,122,0.3,71,Swimming,Snow,Park,Neutral
594,2023-09-08T00:00:00Z,20218,2430.07,4.41,1154,9.7,110,Walking,Rain,Park,Tired
118,2024-01-01T00:00:00Z,3495,3835.72,7.7,1364,9.4,112,Gym Workout,Clear,Office,Tired
829,2025-02-23T00:00:00Z,15202,2721.39,11.39,1228,8.7,147,Walking,Fog,Gym,Happy
702,2024-10-03T00:00:00Z,1446,1927.0,8.66,705,7.5,132,Swimming,Snow,Park,Happy
141,2024-03-25T00:00:00Z,26691,2976.79,5.67,1281,2.5,93,Cycling,Rain,Office,Happy
166,2023-06-23T00:00:00Z,22955,2066.35,17.68,1317,4.3,152,None,Fog,Home,Stressed
247,2024-03-16T00:00:00Z,14002,2609.05,2.14,1067,4.9,71,Yoga,Snow,Park,Tired
729,2025-08-26T00:00:00Z,26515,3554.36,0.73,1317,2.3,141,None,Rain,Home,Tired
391,2023-09-04T00:00:00Z,28744,2150.43,18.93,516,8.2,103,Yoga,Clear,Other,Happy
398,2024-05-09T00:00:00Z,1743,2245.84,2.24,658,8.1,81,Gym Workout,Fog,Home,Stressed
453,2025-09-16T00:00:00Z,6356,3898.99,9.72,1300,3.0,166,Swimming,Rain,Home,Happy
106,2023-01-12T00:00:00Z,18959,3986.78,15.31,112,10.0,102,Yoga,Clear,Gym,Stressed
431,2023-08-07T00:00:00Z,8833,2773.76,0.75,76,8.2,124,Swimming,Rain,Home,Neutral
925,2024-07-06T00:00:00Z,26076,2611.62,2.0,365,0.8,80,Gym Workout,Clear,Home,Stressed
785,2024-11-27T00:00:00Z,10948,3266.18,15.2,94,7.0,147,Running,Clear,Home,Happy
93,2023-09-06T00:00:00Z,13908,2415.17,7.64,451,10.1,71,Swimming,Rain,Park,Neutral
285,2024-02-03T00:00:00Z,22763,3735.78,4.37,763,9.8,146,Running,Clear,Park,Neutral
613,2024-03-10T00:00:00Z,16061,3711.1,10.2,807,1.0,110,Gym Workout,Fog,Gym,Happy
747,2024-11-02T00:00:00Z,22136,2071.55,11.39,1290,0.8,70,Swimming,Fog,Other,Stressed
388,2024-05-09T00:00:00Z,24238,2371.37,10.02,1065,6.9,158,Cycling,Fog,Office,Stressed
881,2024-10-21T00:00:00Z,19931,1775.41,15.96,1188,10.6,66,Gym Workout,Clear,Office,Stressed
790,2024-06-28T00:00:00Z,2531,3305.56,18.48,1171,10.6,131,Yoga,Snow,Home,Tired
292,2023-11-27T00:00:00Z,3396,3867.76,18.95,352,11.9,61,Swimming,Clear,Park,Neutral
264,2023-01-25T00:00:00Z,8372,2022.53,8.49,606,5.5,125,None,Clear,Other,Happy
525,2025-01-24T00:00:00Z,688,3844.68,18.83,418,6.3,101,Cycling,Fog,Home,Tired
144,2025-03-21T00:00:00Z,27560,3081.9,16.24,1269,6.1,154,Walking,Snow,Park,Happy
164,2024-08-22T00:00:00Z,27912,2732.57,4.97,634,4.2,85,Gym Workout,Snow,Office,Tired
667,2023-07-07T00:00:00Z,25273,1533.63,14.14,645,6.0,105,Swimming,Rain,Home,Stressed
28,2023-09-27T00:00:00Z,15060,2046.39,7.62,971,1.4,76,Yoga,Clear,Gym,Neutral
582,2025-04-07T00:00:00Z,10887,2560.16,3.28,742,4.4,73,Cycling,Fog,Home,Stressed
755,2023-08-14T00:00:00Z,16523,2685.07,0.89,518,7.1,171,Running,Clear,Gym,Neutral
334,2023-02-15T00:00:00Z,29528,2029.6,7.9,189,1.0,132,Swimming,Snow,Home,Tired
682,2024-07-29T00:00:00Z,20681,1840.41,9.16,838,8.3,71,None,Clear,Other,Tired
990,2023-08-30T00:00:00Z,9783,3349.67,14.33,405,1.8,155,None,Fog,Gym,Stressed
117,2025-07-22T00:00:00Z,15501,1588.04,5.44,449,9.5,84,Cycling,Snow,Other,Neutral
680,2025-07-01T00:00:00Z,23435,1609.93,2.36,546,5.8,79,Cycling,Fog,Home,Neutral
645,2024-12-07T00:00:00Z,21134,2208.8,7.47,990,8.9,64,Walking,Snow,Other,Tired
990,2024-12-02T00:00:00Z,19180,3873.62,13.62,51,8.9,175,Running,Fog,Other,Stressed
272,2023-03-28T00:00:00Z,11892,2180.44,19.47,1046,6.6,98,Walking,Fog,Other,Neutral
416,2023-04-22T00:00:00Z,21250,3379.16,4.77,509,9.4,172,Swimming,Fog,Home,Stressed
697,2023-02-20T00:00:00Z,6579,1930.14,12.83,1364,7.7,100,Gym Workout,Clear,Other,Neutral
14,2023-05-15T00:00:00Z,28356,2446.93,4.69,1082,9.2,177,Gym Workout,Snow,Home,Neutral
931,2024-06-17T00:00:00Z,9570,3277.76,17.18,144,6.3,179,Cycling,Clear,Home,Neutral
958,2025-08-04T00:00:00Z,29968,2437.48,16.96,66,10.4,127,Cycling,Snow,Home,Tired
748,2024-02-29T00:00:00Z,5896,3895.32,7.72,1153,1.5,73,Cycling,Snow,Gym,Stressed
862,2025-05-20T00:00:00Z,21392,2503.46,12.62,152,10.0,60,Swimming,Clear,Office,Neutral
148,2023-01-27T00:00:00Z,18416,1591.56,19.09,1135,5.9,107,Cycling,Snow,Park,Happy
512,2024-08-30T00:00:00Z,21013,2580.7,20.0,679,8.8,111,Yoga,Clear,Home,Neutral
314,2024-03-15T00:00:00Z,15914,2206.3,4.23,137,10.3,164,Gym Workout,Rain,Office,Tired
230,2023-06-14T00:00:00Z,4480,3974.36,13.7,385,1.2,137,Gym Workout,Fog,Office,Stressed
751,2024-03-16T00:00:00Z,29224,2669.5,13.84,240,2.7,63,Yoga,Snow,Home,Happy
249,2024-10-19T00:00:00Z,28174,3915.12,11.33,102,7.2,102,Running,Fog,Park,Happy
940,2024-02-04T00:00:00Z,8680,2553.17,15.85,1243,5.2,150,Yoga,Fog,Other,Neutral
759,2023-01-23T00:00:00Z,6178,1929.43,10.89,722,3.7,153,Walking,Clear,Other,Stressed
512,2023-07-18T00:00:00Z,4201,1774.08,0.93,125,6.8,165,Gym Workout,Clear,Other,Stressed
651,2024-05-01T00:00:00Z,12362,2814.83,5.85,45,1.4,96,Running,Fog,Home,Tired
280,2024-10-26T00:00:00Z,16623,2276.6,4.99,315,3.4,60,Swimming,Rain,Other,Stressed
868,2024-07-10T00:00:00Z,20435,2861.79,13.44,208,2.4,161,Yoga,Fog,Park,Stressed
228,2025-02-15T00:00:00Z,18893,1919.55,1.39,241,7.0,139,Gym Workout,Rain,Gym,Stressed
873,2024-05-03T00:00:00Z,3664,1913.5,14.23,215,1.3,67,Running,Fog,Gym,Neutral
582,2024-08-01T00:00:00Z,3672,3511.94,4.12,523,12.0,176,Cycling,Clear,Other,Neutral
230,2025-03-14T00:00:00Z,20821,3182.28,6.32,1098,3.0,163,Walking,Fog,Office,Neutral
314,2023-05-07T00:00:00Z,23209,3685.84,17.17,533,8.8,135,Walking,Rain,Gym,Neutral
590,2024-10-01T00:00:00Z,28301,2927.79,0.87,344,3.2,167,Running,Snow,Gym,Happy
565,2023-08-18T00:00:00Z,23914,1759.21,2.1,1117,0.9,95,Walking,Fog,Park,Happy
709,2025-08-26T00:00:00Z,8577,3681.44,2.32,1326,6.6,162,Walking,Clear,Office,Neutral
273,2023-02-16T00:00:00Z,7447,2190.89,12.3,463,4.8,154,Gym Workout,Clear,Park,Stressed
517,2025-05-12T00:00:00Z,10311,3602.05,15.41,135,1.2,101,Walking,Snow,Office,Neutral
677,2024-10-10T00:00:00Z,15277,2905.13,18.32,314,4.2,140,Cycling,Fog,Other,Neutral
198,2024-02-26T00:00:00Z,29352,1744.85,6.57,642,6.7,108,Running,Rain,Other,Tired
711,2024-12-31T00:00:00Z,4676,2176.21,1.63,388,8.6,145,Swimming,Clear,Other,Tired
243,2024-01-12T00:00:00Z,7522,1505.04,14.9,1208,10.1,83,Walking,Clear,Gym,Happy
